125.9	60.39	59.4214	117.07	0.00001572	117.0266	
125.905	60.18	59.4214	117.07	0.00001544	117.0266	
125.91	60.5	59.4214	117.07	0.00001566	117.0266	
125.915	61.2	59.4214	117.07	0.000016	117.0266	
125.92	61.92	59.4214	117.07	0.00001581	117.0266	
125.925	62.37	59.4214	117.07	0.00001541	117.0266	
125.93	62.41	59.4214	117.07	0.00001541	117.0266	
125.935	62.1	59.4214	117.07	0.00001544	117.0266	
125.94	61.58	59.4214	117.07	0.00001497	117.0266	
125.945	61.06	59.4214	117.07	0.00001444	117.0266	
125.95	60.65	59.4214	117.07	0.00001444	117.0266	
125.955	60.37	59.4214	117.07	0.00001447	117.0266	
125.96	60.13	59.4214	117.07	0.000014	117.0266	
125.965	59.88	59.4214	117.07	0.00001344	117.0266	
125.97	59.55	59.4214	117.07	0.00001341	117.0266	
125.975	59.13	59.4214	117.07	0.00001344	117.0266	
125.98	58.69	59.4214	117.07	0.00001312	117.0266	
125.985	58.23	59.4214	117.07	0.00001287	117.0266	
125.99	57.76	59.4214	117.07	0.00001309	117.0266	
125.995	57.3	59.4214	117.07	0.00001337	117.0266	
126	56.86	59.4214	117.07	0.00001322	117.0266	
126.005	56.41	59.4214	117.07	0.00001316	117.0266	
126.01	55.95	59.4214	117.07	0.00001353	117.0266	
126.015	55.47	59.4214	117.07	0.00001378	117.0266	
126.02	55.01	59.4214	117.07	0.00001356	117.0266	
126.025	54.56	59.4214	117.07	0.00001341	117.0266	
126.03	54.13	59.4214	117.07	0.00001375	117.0266	
126.035	53.7	59.4214	117.07	0.00001409	117.0266	
126.04	53.27	59.4214	117.07	0.00001406	117.0266	
126.045	52.85	59.4214	117.07	0.00001412	117.0266	
126.05	52.45	59.4214	117.07	0.00001462	117.0266	
126.055	52.13	59.4214	117.07	0.00001506	117.0266	
126.06	51.88	59.4214	117.07	0.00001506	117.0266	
126.065	51.66	59.4214	117.07	0.00001519	117.0266	
126.07	51.39	59.4214	117.07	0.00001563	117.0266	
126.075	51.05	59.4214	117.07	0.00001584	117.0266	
126.08	50.68	59.4214	117.07	0.00001556	117.0266	
126.085	50.35	59.4214	117.07	0.00001544	117.0266	
126.09	50.08	59.4214	117.07	0.00001569	117.0266	
126.095	49.9	59.4214	117.07	0.00001575	117.0266	
126.1	49.83	59.4214	117.07	0.00001534	117.0266	
126.105	49.81	59.4214	117.07	0.000015	117.0266	
126.11	49.77	59.4214	117.07	0.00001506	117.0266	
126.115	49.63	59.4214	117.07	0.00001503	117.0266	
126.12	49.42	59.4214	117.07	0.00001466	117.0266	
126.125	49.19	59.4214	117.07	0.00001453	117.0266	
126.13	48.95	59.4214	117.07	0.00001478	117.0266	
126.135	48.74	59.4214	117.07	0.00001481	117.0266	
126.14	48.56	59.4214	117.07	0.0000145	117.0266	
126.145	48.41	59.4214	117.07	0.00001444	117.0266	
126.15	48.25	59.4214	117.07	0.00001472	117.0266	
126.155	48.07	59.4214	117.07	0.00001475	117.0266	
126.16	47.8	59.4214	117.07	0.00001444	117.0266	
126.165	47.43	59.4214	117.07	0.00001441	117.0266	
126.17	47.03	59.4214	117.07	0.00001481	117.0266	
126.175	46.8	59.4214	117.07	0.00001497	117.0266	
126.18	46.85	59.4214	117.07	0.00001472	117.0266	
126.185	47.35	59.4214	117.07	0.00001466	117.0266	
126.19	49.1	59.4214	117.07	0.00001487	117.0266	
126.195	53.01	59.4214	117.07	0.00001484	117.0266	
126.2	59	59.4214	117.07	0.0000145	117.0266	
126.205	65.45	59.4214	117.07	0.00001459	117.0266	
126.21	70.41	59.4214	117.07	0.00001516	117.0266	
126.215	72.82	59.4214	117.07	0.00001612	117.0266	
126.22	72.95	59.4214	117.07	0.00002069	117.0266	
126.225	71.96	59.4214	117.07	0.00005181	117.0266	
126.23	71.09	59.4214	117.07	0.00016884	117.0266	
126.235	71.12	59.4214	117.07	0.00041384	117.0266	
126.24	72.12	59.4214	117.07	0.00071794	117.0266	
126.245	73.59	59.4214	117.07	0.00093253	117.0266	
